팀 컬러,팀 컬러 설명,1단계 적용 조건,2단계 적용 조건,3단계 적용 조건,4단계 적용 조건,1단계 효과,2단계 효과,3단계 효과,4단계 효과,시즌 & 이름
아르헨티나 황금세대,아르헨티나 황금세대 선수들로 구성된 팀컬러입니다.,5명,-,-,-,드리블 +2 / 골 결정력 +2 / 속력 +1 / ,-,-,-,"['22TOTY 리오넬 메시', 'BWC 리오넬 메시', '22TOTS 리오넬 메시', 'WC22 리오넬 메시', 'BWC 하비에르 마스체라노', 'BTB 리오넬 메시', 'BWC 앙헬 디마리아', '21TOTS 리오넬 메시', 'CAP 리오넬 메시', 'FA 리오넬 메시', 'BTB 세르히오 아구에로', 'BWC 곤살로 이과인', 'BWC 세르히오 로메로', '21UCL 리오넬 메시', 'BTB 곤살로 이과인', 'SPL 앙헬 디마리아', 'BWC 마르코스 로호', 'WC22 앙헬 디마리아', '21TOTN 리오넬 메시', '21TOTS 앙헬 디마리아', 'BTB 앙헬 디마리아', '20TOTY 리오넬 메시', '21TOTN 앙헬 디마리아', '20TOTS 리오넬 메시', '20TOTS 앙헬 디마리아', 'VTR 카를로스 테베스', 'VTR 곤살로 이과인', 'MC 카를로스 테베스', 'MC 앙헬 디마리아', '22PLA 리오넬 메시', 'LH 리오넬 메시', '20UCL 리오넬 메시', '20TOTS 세르히오 아구에로', 'MOG 세르히오 아구에로', 'VTR 하비에르 마스체라노', 'MC 곤살로 이과인', '19TOTY 리오넬 메시', 'HOT 리오넬 메시', '19UCL 리오넬 메시', 'FA 마르코스 로호', 'MC 하비에르 마스체라노', '20PLA 리오넬 메시', '19UCL 앙헬 디마리아', '19PLA 리오넬 메시', '19TOTS 리오넬 메시', 'HOT 세르히오 아구에로', '20TOTN 세르히오 아구에로', 'LH 세르히오 아구에로', '21PLA 리오넬 메시', 'LH 하비에르 마스체라노', 'MC 에세키엘 가라이', '20UCL 앙헬 디마리아', '21UCL 앙헬 디마리아', '19PLS 리오넬 메시', 'TC 리오넬 메시', '19TOTS 세르히오 아구에로', 'COC 리오넬 메시', 'LH 앙헬 디마리아', 'UP 세르히오 로메로', 'GR 리오넬 메시', 'COC 세르히오 아구에로', '19TOTS 앙헬 디마리아', 'HOT 앙헬 디마리아', 'GR 세르히오 아구에로', 'VTR 세르히오 로메로', 'GR 앙헬 디마리아', '18TOTY 리오넬 메시', 'PLC 리오넬 메시', 'LH 카를로스 테베스', 'LH 마르코스 로호', '18PLS 리오넬 메시', 'LH 곤살로 이과인', 'TC 앙헬 디마리아', 'COC 앙헬 디마리아', 'VTR 마르코스 로호', '21PLA 앙헬 디마리아', 'TB 리오넬 메시', '19UCL 곤살로 이과인', '20PLA 세르히오 아구에로', '21PLA 세르히오 아구에로', '22PLA 앙헬 디마리아', 'LH 세르히오 로메로', 'TT 곤살로 이과인', '19PLA 세르히오 아구에로', '19PLS 세르히오 아구에로', '19UCL 세르히오 아구에로', '20PLA 앙헬 디마리아', '19PLA 앙헬 디마리아', 'HOT 에세키엘 가라이', '19PLS 앙헬 디마리아', 'MCFC 세르히오 아구에로', 'TT 세르히오 아구에로', 'LH 파블로 사발레타', '18PLS 세르히오 아구에로', 'NHD 곤살로 이과인', 'TB 세르히오 아구에로', '20UCL 세르히오 아구에로', 'TT 앙헬 디마리아', 'PLC 세르히오 아구에로', 'TB 곤살로 이과인']"
아버지와 아들,아버지와 아들로 구성된 팀컬러입니다.,2명,-,-,-,속력 +1 / 가속력 +1 /  / ,-,-,-,"['ICON 차범근', 'LN 차범근', 'LH 차범근', 'HOT 차범근', 'TKL 차두리', 'BWC 차두리', 'TKI 차범근', 'TT 차범근', 'TKI 차두리', 'NHD 차범근']"
아약스 황금세대,아약스의 전성기를 이끈 선수들로 구성된 팀컬러입니다.,4명,-,-,-,위치 선정 +2 / 시야 +3 /  / ,-,-,-,"['ICON 프랑크 레이카르트', 'ICON 클라렌스 세이도르프', 'ICON P. 클라위베르트', 'LN 클라렌스 세이도르프', 'LN P. 클라위베르트', 'LN 프랑크 레이카르트', 'ICON 에드윈 반데르사르', 'BWC P. 클라위베르트', 'ICON 야리 리트마넨', 'ICON M. 오베르마르스', 'LN 에드윈 반데르사르', 'EBS P. 클라위베르트', 'EBS 프랑크 레이카르트', 'BTB 에드윈 반데르사르', 'ICON 프랑크 더부르', 'BTB 프랑크 레이카르트', 'BWC 에드윈 반데르사르', 'UP 프랑크 더부르', 'EBS 프랑크 더부르', 'CAP 야리 리트마넨', 'EBS 에드윈 반데르사르', 'MC 프랑크 레이카르트', 'EBS 클라렌스 세이도르프', 'CAP 프랑크 더부르', 'MC 에드윈 반데르사르', 'CAP 에드윈 반데르사르', 'MC P. 클라위베르트', 'UP M. 오베르마르스', 'EBS M. 오베르마르스', 'CAP 클라렌스 세이도르프', 'BWC 클라렌스 세이도르프', 'MC 야리 리트마넨', 'BTB 야리 리트마넨', 'BTB P. 클라위베르트', 'MC 클라렌스 세이도르프', 'BTB 클라렌스 세이도르프', 'BTB M. 오베르마르스', 'BTB 프랑크 더부르', 'MC M. 오베르마르스', 'HOT 프랑크 레이카르트', 'HOT 클라렌스 세이도르프', 'LH 에드윈 반데르사르', 'LH 프랑크 레이카르트', 'TC 클라렌스 세이도르프', 'LH 야리 리트마넨', 'HOT 프랑크 더부르', 'LH 프랑크 더부르', 'LH P. 클라위베르트', 'LH 클라렌스 세이도르프', 'LH M. 오베르마르스', 'TC 프랑크 레이카르트', 'TC 야리 리트마넨', 'TC P. 클라위베르트', 'TC 에드윈 반데르사르', 'TT M. 오베르마르스', 'TT 프랑크 레이카르트', 'TT 에드윈 반데르사르', 'TC M. 오베르마르스', 'TT 클라렌스 세이도르프', 'TT P. 클라위베르트', 'NHD 클라렌스 세이도르프', 'TT 프랑크 더부르', 'NHD 프랑크 레이카르트', 'NHD P. 클라위베르트', 'NHD M. 오베르마르스', 'NHD 에드윈 반데르사르', 'NHD 프랑크 더부르']"
알레띠 수비 듀오,아틀레티코 마드리드의 수비 듀오로 구성된 팀컬러입니다.,2명,-,-,-,대인 수비 +1 / 몸싸움 +1 /  / ,-,-,-,"['CAP 디에고 고딘', 'UP 미란다', 'VTR 디에고 고딘', 'MOG 디에고 고딘', 'HOT 디에고 고딘', 'VTR 미란다', 'MOG 미란다', 'MC 미란다', 'LH 디에고 고딘', 'TC 디에고 고딘', 'OTW 미란다', 'TC 미란다', '19PLS 디에고 고딘', 'LH 미란다', '19PLA 디에고 고딘', '18PLS 디에고 고딘', '20PLA 디에고 고딘', 'PLC 디에고 고딘', 'TB 디에고 고딘', 'COC 미란다', '21PLA 디에고 고딘', 'TB 미란다', '19PLA 미란다', '18PLS 미란다', 'NHD 디에고 고딘', '20 미란다', 'LIVE 디에고 고딘']"
알레띠 중원 듀오,아틀레티코 마드리드의 중원 듀오로 구성된 팀컬러입니다.,2명,-,-,-,가로채기 +1 / 짧은 패스 +1 /  / ,-,-,-,"['CAP 코케', 'WC22 코케', 'BOE21 코케', '20TOTS 사울', 'MOG 코케', '21UCL 코케', 'HOT 코케', '21UCL 사울', 'GR 코케', '20UCL 코케', '19UCL 사울', 'GR 사울', '19UCL 코케', '21PLA 코케', '20UCL 사울', '20PLA 코케', 'TC 사울', '20PLA 사울', '21PLA 사울', 'TC 코케', '19PLS 사울', '19PLA 사울', '19PLS 코케', 'TB 코케', '19PLA 코케', 'TB 사울', '18PLS 코케', '18PLS 사울', 'PLC 코케', 'NHD 코케', 'LIVE 코케', 'LIVE 사울']"
오렌지 삼총사,네덜란드의 전설적인 트리오로 구성된 팀컬러입니다.,3명,-,-,-,민첩성 +2 / 밸런스 +1 /  / ,-,-,-,"['ICON 마르코 반바스텐', 'ICON 루드 굴리트', 'ICON 프랑크 레이카르트', 'LN 마르코 반바스텐', 'LN 루드 굴리트', 'LN 프랑크 레이카르트', 'BTB 마르코 반바스텐', 'EBS 루드 굴리트', 'CAP 루드 굴리트', 'CFA 루드 굴리트', 'EBS 마르코 반바스텐', 'EBS 프랑크 레이카르트', 'FA 루드 굴리트', 'BTB 프랑크 레이카르트', 'BTB 루드 굴리트', 'MC 루드 굴리트', 'MC 프랑크 레이카르트', 'HOT 루드 굴리트', 'LH 루드 굴리트', 'HOT 마르코 반바스텐', 'HOT 프랑크 레이카르트', 'LH 프랑크 레이카르트', 'TC 마르코 반바스텐', 'TC 프랑크 레이카르트', 'TT 마르코 반바스텐', 'TT 루드 굴리트', 'TT 프랑크 레이카르트', 'NHD 마르코 반바스텐', 'NHD 루드 굴리트', 'TC 루드 굴리트', 'NHD 프랑크 레이카르트']"
우루과이 듀오,우루과이의 유명한 듀오로 구성된 팀컬러입니다.,2명,-,-,-,위치 선정 +1 / 골 결정력 +1 /  / ,-,-,-,"['LOL 에딘손 카바니', 'BWC 에딘손 카바니', 'CAP 루이스 수아레스', 'BTB 루이스 수아레스', '22TOTN 루이스 수아레스', '21TOTS 루이스 수아레스', 'BTB 에딘손 카바니', 'FA 에딘손 카바니', 'MC 루이스 수아레스', 'WC22 에딘손 카바니', 'MC 에딘손 카바니', '21TOTN 루이스 수아레스', '20TOTS 루이스 수아레스', 'LH 루이스 수아레스', 'LH 에딘손 카바니', '19UCL 루이스 수아레스', '19TOTS 루이스 수아레스', 'HOT 에딘손 카바니', '19TOTS 에딘손 카바니', '21UCL 에딘손 카바니', '21UCL 루이스 수아레스', '21PLA 루이스 수아레스', 'TT 루이스 수아레스', '20PLA 루이스 수아레스', '19PLA 루이스 수아레스', 'TC 루이스 수아레스', '21PLA 에딘손 카바니', '19PLS 루이스 수아레스', 'TB 루이스 수아레스', 'TT 에딘손 카바니', '22PLA 에딘손 카바니', 'TB 에딘손 카바니', 'NHD 루이스 수아레스', '19PLA 에딘손 카바니', '20PLA 에딘손 카바니', 'PLC 루이스 수아레스', '18PLS 루이스 수아레스', '19UCL 에딘손 카바니', '20UCL 루이스 수아레스', '18PLS 에딘손 카바니', 'PLC 에딘손 카바니', '21 루이스 수아레스', 'NHD 에딘손 카바니', 'LIVE 에딘손 카바니']"
이탈리아 황금세대,이탈리아 황금세대 선수들로 구성된 팀컬러입니다.,5명,-,-,-,대인 수비 +2 / 가속력 +2 / 가로채기 +1 / ,-,-,-,"['ICON 알레산드로 네스타', 'ICON 안드레아 피를로', 'BWC 안드레아 피를로', 'ICON A. 델피에로', 'ICON 파비오 칸나바로', 'BWC 잔루이지 부폰', 'ICON 필리포 인자기', 'LN A. 델피에로', 'LN 파비오 칸나바로', 'LN 안드레아 피를로', 'BWC 파비오 칸나바로', 'BWC 잔루카 잠브로타', 'ICON 잔루카 잠브로타', 'FA 안드레아 피를로', 'LN 알레산드로 네스타', 'ICON 젠나로 가투소', 'LN 필리포 인자기', 'LN 젠나로 가투소', 'CAP A. 델피에로', 'EBS 안드레아 피를로', 'CAP 파비오 칸나바로', 'BTB 안드레아 피를로', 'BWC 젠나로 가투소', 'BWC 마르코 마테라치', 'CAP 잔루이지 부폰', 'BTB 잔루이지 부폰', 'EBS 알레산드로 네스타', 'EBS 파비오 칸나바로', 'CAP 알레산드로 네스타', 'BTB A. 델피에로', 'BTB 파비오 칸나바로', 'EBS 잔루이지 부폰', 'BWC 알레산드로 네스타', 'NTG 안드레아 피를로', 'EBS 필리포 인자기', 'EBS 잔루카 잠브로타', 'BTB 잔루카 잠브로타', 'BWC A. 델피에로', 'UP 젠나로 가투소', 'BTB 마르코 마테라치', 'MC 잔루이지 부폰', 'FA 알레산드로 네스타', 'VTR 잔루이지 부폰', 'LH 파비오 칸나바로', 'LH 잔루이지 부폰', 'EBS A. 델피에로', 'MOG 알레산드로 네스타', 'LH 알레산드로 네스타', 'HOT A. 델피에로', 'LH A. 델피에로', 'HOT 파비오 칸나바로', 'HOT 알레산드로 네스타', 'HOT 필리포 인자기', 'LH 잔루카 잠브로타', 'BWC 필리포 인자기', 'TC 필리포 인자기', 'HOT 젠나로 가투소', 'LH 필리포 인자기', 'LH 젠나로 가투소', 'TC A. 델피에로', 'TC 알레산드로 네스타', 'TC 잔루이지 부폰', 'TC 젠나로 가투소', 'TT 필리포 인자기', 'TT 알레산드로 네스타', '20UCL 잔루이지 부폰', 'TT 파비오 칸나바로', 'EBS 젠나로 가투소', 'TT A. 델피에로', 'TT 젠나로 가투소', 'NHD A. 델피에로', 'NHD 잔루카 잠브로타', 'TB 다니엘레 데로시', 'TT 잔루카 잠브로타', 'NHD 잔루이지 부폰', 'TT 마르코 마테라치', 'TC 안드레아 바르찰리', '19UCL 잔루이지 부폰', '18PLS 잔루이지 부폰', '19PLS 잔루이지 부폰', '20PLA 잔루이지 부폰', 'TC 다니엘레 데로시', 'TB 안드레아 바르찰리', '19PLA 잔루이지 부폰', 'NHD 다니엘레 데로시', 'NHD 파비오 칸나바로', 'EBS 마르코 마테라치', 'NHD 알레산드로 네스타', 'NHD 젠나로 가투소', '18PLS 다니엘레 데로시', '18PLS 안드레아 바르찰리', 'NHD 필리포 인자기', 'NHD 안드레아 바르찰리', 'NHD 마르코 마테라치', '19 다니엘레 데로시', '18 안드레아 바르찰리', 'LIVE 잔루이지 부폰', '17 A. 질라르디노']"
잘츠부르크 트리오,잘츠부르크의 공격 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +2 / 속력 +1 /  / ,-,-,-,"['22TOTS 엘링 홀란', 'SPL 엘링 홀란', '22TOTN 엘링 홀란', '21TOTS 엘링 홀란', '21TOTN 엘링 홀란', '20UCL 엘링 홀란', 'SPL 미나미노 다쿠미', '22KFA 황희찬', 'WC22 미나미노 다쿠미', 'WC22 황희찬', '20TOTS 엘링 홀란', '19UCL 엘링 홀란', '22PLA 엘링 홀란', '21PLA 엘링 홀란', '19NG 엘링 홀란', '21UCL 미나미노 다쿠미', 'MC 미나미노 다쿠미', '19NG 황희찬', '20PLA 엘링 홀란', '2019KFA 황희찬', '22PLA 황희찬', '19UCL 미나미노 다쿠미', '22PLA 미나미노 다쿠미', '19PLS 엘링 홀란', '21PLA 황희찬', '20PLA 황희찬', 'LIVE 엘링 홀란', '20UCL 황희찬', '19PLS 미나미노 다쿠미', 'KFA 황희찬', 'LIVE 황희찬', 'LIVE 미나미노 다쿠미']"
전북 트리오,전북현대 트리오로 구성된 팀컬러입니다.,3명,-,-,-,발리 슛 +1 / 헤더 +2 /  / ,-,-,-,"['TKL 이동국', 'FA 이재성', 'TKL 김신욱', '22KFA 이재성', 'TKL 이재성', 'WC22 이재성', 'VTR 이동국', '2019KFA 김신욱', 'LH 이동국', '2019KFA 이재성', '22PLA 이재성', 'LH 김신욱', 'OTW 김신욱', 'KFA 이재성', '21PLA 이재성', 'KFA 김신욱', '20KL 이동국', '19PLA 이동국', '19PLA 김신욱', '18PLS 김신욱', 'NHD 김신욱', 'LIVE 이재성', '20 김신욱', '18PLS 이동국', 'NHD 이동국', '20 이동국']"
칠레 황금세대,칠레 황금세대 선수들로 구성된 팀컬러입니다.,5명,-,-,-,슛 파워 +2 / 스태미너 +2 / 드리블 +1 / ,-,-,-,"['BTB 아르투로 비달', 'CAP 클라우디오 브라보', 'BTB 클라우디오 브라보', 'FA 알렉시스 산체스', '21UCL 아르투로 비달', 'VTR 알렉시스 산체스', 'FA 아르투로 비달', 'MC 클라우디오 브라보', 'VTR 아르투로 비달', 'CAP 가리 메델', 'LH 알렉시스 산체스', 'MC 아르투로 비달', 'LH 아르투로 비달', 'MC 알렉시스 산체스', 'COC 아르투로 비달', 'LH 클라우디오 브라보', 'HOT 아르투로 비달', 'COC 알렉시스 산체스', 'GR 알렉시스 산체스', 'VTR 가리 메델', 'LH 가리 메델', 'LH E. 바르가스', '21UCL 알렉시스 산체스', 'LH 마우리시오 이슬라', 'OTW 알렉시스 산체스', 'LH 차를레스 아랑기스', '22PLA 알렉시스 산체스', 'TT 아르투로 비달', '21PLA 아르투로 비달', 'TC 아르투로 비달', 'COC 차를레스 아랑기스', '21PLA 차를레스 아랑기스', 'COC E. 바르가스', '19UCL 아르투로 비달', '19PLS 아르투로 비달', '20PLA 아르투로 비달', 'TT 알렉시스 산체스', '20PLA 차를레스 아랑기스', 'TB 알렉시스 산체스', '20PLA 알렉시스 산체스', 'COC 가리 메델', '19PLA 차를레스 아랑기스', '19PLS 차를레스 아랑기스', '18PLS 차를레스 아랑기스', '19PLA 아르투로 비달', '18PLS 아르투로 비달', 'MCFC 클라우디오 브라보', '21PLA 클라우디오 브라보', '19PLA 알렉시스 산체스', 'TB 아르투로 비달', '18PLS 알렉시스 산체스', 'COC 마우리시오 이슬라', 'TC 알렉시스 산체스', '19UCL 클라우디오 브라보', 'NHD 알렉시스 산체스', '19PLA 가리 메델', '19PLS 클라우디오 브라보', 'PLC 차를레스 아랑기스', 'TB 차를레스 아랑기스', 'TB 클라우디오 브라보', 'NHD 아르투로 비달', 'TB 가리 메델', 'COC 곤살로 하라', '18PLS 클라우디오 브라보', 'NHD 클라우디오 브라보', 'LIVE 알렉시스 산체스', '21 아르투로 비달', 'LIVE 차를레스 아랑기스', '20 마르셀로 디아스', 'LIVE 클라우디오 브라보', 'LIVE 가리 메델', '20 E. 바르가스', '19 마우리시오 이슬라', '19 M. 페르난데스', '18 F. 실바', '19 F. 실바', '20 곤살로 하라']"
코리안 듀오,전설적인 한국인 해외리거 듀오로 구성된 팀컬러입니다.,2명,-,-,-,민첩성 +1 / 밸런스 +1 /  / ,-,-,-,"['ICON 박지성', 'LN 박지성', 'BWC 이영표', 'BWC 박지성', 'CAP 박지성', 'UP 박지성', 'BTB 박지성', 'LH 박지성', 'TKL 이영표', 'TKI 박지성', 'TKI 이영표']"
코리안 사제,한국의 유명한 사제지간으로 구성된 팀컬러입니다.,2명,-,-,-,긴 패스 +1 / 볼 컨트롤 +1 /  / ,-,-,-,"['BWC 유상철', 'CAP 유상철', 'TKL 유상철', 'FA 이강인', '21KFA 이강인', '19NG 이강인', 'TKI 유상철', '2019KFA 이강인', '22PLA 이강인', '21PLA 이강인', '20PLA 이강인', '19UCL 이강인', '19PLS 이강인', 'LIVE 이강인']"
코리안 트리니티,전설적인 한국인 해외리거로 구성된 팀컬러입니다.,3명,-,-,-,속력 +1 / 밸런스 +1 / 스태미너 +1 / ,-,-,-,"['22TOTS 손흥민', 'ICON 차범근', '22TOTY 손흥민', 'ICON 박지성', 'WC22 손흥민', 'LN 차범근', '21TOTY 손흥민', 'LN 박지성', 'BWC 박지성', '21TOTS 손흥민', 'CAP 박지성', 'CAP 손흥민', 'UP 박지성', '22KFA 손흥민', 'BTB 박지성', '20TOTS 손흥민', '20TOTN 손흥민', '19UCL 손흥민', 'LH 박지성', 'LH 차범근', 'HOT 차범근', '22PLA 손흥민', '19TOTS 손흥민', '21PLA 손흥민', 'TKI 차범근', 'TKI 박지성', 'LH 손흥민', '2019KFA 손흥민', '20PLA 손흥민', 'TT 차범근', '19PLS 손흥민', '19PLA 손흥민', 'KFA 손흥민', 'TB 손흥민', '18PLS 손흥민', 'NHD 차범근', 'PLC 손흥민', 'TT 손흥민', 'LIVE 손흥민', 'NHD 손흥민']"
파르테노포이 공격 트리오,나폴리 FC의 유명한 공격 트리오로 구성된 팀컬러입니다.,3명,-,-,-,위치 선정 +2 / 드리블 +1 /  / ,-,-,-,"['22TOTS 로렌초 인시녜', 'BWC 드리스 메르턴스', '22TOTN 로렌초 인시녜', '21TOTS 로렌초 인시녜', '21TOTS 드리스 메르턴스', 'CAP 로렌초 인시녜', 'BOE21 로렌초 인시녜', 'VTR 드리스 메르턴스', '20TOTS 로렌초 인시녜', '21TOTN 로렌초 인시녜', '19UCL 드리스 메르턴스', '19TOTS 드리스 메르턴스', 'HOT 드리스 메르턴스', 'HOT 로렌초 인시녜', '19UCL 로렌초 인시녜', '21PLA 로렌초 인시녜', 'LH 드리스 메르턴스', 'BOE21 드리스 메르턴스', '21PLA 드리스 메르턴스', '19UCL 호세 카예혼', '20PLA 로렌초 인시녜', '19PLS 드리스 메르턴스', 'EBS 드리스 메르턴스', 'UP 호세 카예혼', '19PLS 로렌초 인시녜', '20PLA 드리스 메르턴스', '19PLA 로렌초 인시녜', '18PLS 드리스 메르턴스', '19PLA 드리스 메르턴스', 'TB 로렌초 인시녜', '18PLS 로렌초 인시녜', '20PLA 호세 카예혼', 'TB 드리스 메르턴스', 'PLC 드리스 메르턴스', '19PLA 호세 카예혼', '21PLA 호세 카예혼', '18PLS 호세 카예혼', 'PLC 호세 카예혼', 'TB 호세 카예혼', 'EBS 로렌초 인시녜', 'LIVE 드리스 메르턴스', 'LIVE 로렌초 인시녜', 'NHD 로렌초 인시녜', 'LIVE 호세 카예혼']"
파르테노포이 듀오,나폴리 FC에서 뛰어난 호흡을 보인 두 선수로 구성된 팀컬러입니다.,2명,-,-,-,골 결정력 +2 / 위치 선정 +1 /  / ,-,-,-,"['LOL 에딘손 카바니', 'BWC 에딘손 카바니', 'BTB 에딘손 카바니', 'FA 에딘손 카바니', 'CAP 마레크 함시크', 'WC22 에딘손 카바니', 'MC 에딘손 카바니', 'VTR 마레크 함시크', 'LH 에딘손 카바니', 'HOT 에딘손 카바니', '19TOTS 에딘손 카바니', 'LH 마레크 함시크', '21UCL 에딘손 카바니', '21PLA 에딘손 카바니', 'TT 에딘손 카바니', '22PLA 에딘손 카바니', 'TB 에딘손 카바니', '19PLA 에딘손 카바니', '20PLA 에딘손 카바니', '19PLA 마레크 함시크', '19UCL 에딘손 카바니', '18PLS 마레크 함시크', '18PLS 에딘손 카바니', 'TB 마레크 함시크', 'PLC 에딘손 카바니', 'NHD 마레크 함시크', 'NHD 에딘손 카바니', 'LIVE 에딘손 카바니', 'LIVE 마레크 함시크']"
파르테노포이 트리오,나폴리 FC 트리오로 구성된 팀컬러입니다.,3명,-,-,-,스태미너 +2 / 위치 선정 +1 /  / ,-,-,-,"['LOL 에딘손 카바니', 'BWC 에딘손 카바니', 'BTB 에딘손 카바니', 'FA 에딘손 카바니', 'CAP 마레크 함시크', 'WC22 에딘손 카바니', 'MC 에딘손 카바니', 'VTR 마레크 함시크', 'LH 에딘손 카바니', 'HOT 에딘손 카바니', '19TOTS 에딘손 카바니', 'LH 마레크 함시크', '21UCL 에딘손 카바니', '21PLA 에딘손 카바니', 'TT 에딘손 카바니', '22PLA 에딘손 카바니', 'TB 에딘손 카바니', '19PLA 에딘손 카바니', '20PLA 에딘손 카바니', '19PLA 마레크 함시크', '19UCL 에딘손 카바니', '18PLS 마레크 함시크', '18PLS 에딘손 카바니', 'TB 마레크 함시크', 'PLC 에딘손 카바니', '19PLA 에세키엘 라베치', '18PLS 에세키엘 라베치', 'NHD 마레크 함시크', 'NHD 에딘손 카바니', 'LIVE 에딘손 카바니', 'LIVE 마레크 함시크', '19 에세키엘 라베치']"
파리 공격 트리오,파리 생제르맹 공격 트리오로 구성된 팀컬러입니다.,3명,-,-,-,속력 +2 / 드리블 +1 /  / ,-,-,-,"['22TOTY 킬리안 음바페', '22TOTS 킬리안 음바페', 'BWC 킬리안 음바페', 'WC22 킬리안 음바페', 'LOL 킬리안 음바페', '22TOTS 네이마르 Jr.', 'BWC 앙헬 디마리아', '21TOTY 킬리안 음바페', '21TOTS 킬리안 음바페', 'CAP 네이마르 Jr.', 'BTB 네이마르 Jr.', '22TOTN 네이마르 Jr.', '21UCL 킬리안 음바페', 'BTB 킬리안 음바페', 'SPL 앙헬 디마리아', 'WC22 앙헬 디마리아', '21TOTS 앙헬 디마리아', 'BTB 앙헬 디마리아', '20TOTY 킬리안 음바페', '21TOTN 네이마르 Jr.', '21TOTS 네이마르 Jr.', '21TOTN 앙헬 디마리아', '20UCL 네이마르 Jr.', '20TOTS 네이마르 Jr.', '20TOTS 킬리안 음바페', 'MC 네이마르 Jr.', '20TOTS 앙헬 디마리아', 'MC 앙헬 디마리아', '20UCL 킬리안 음바페', '21UCL 네이마르 Jr.', '22PLA 네이마르 Jr.', '19UCL 킬리안 음바페', 'MOG 킬리안 음바페', 'LH 네이마르 Jr.', '19UCL 앙헬 디마리아', '19TOTS 킬리안 음바페', 'BOE21 킬리안 음바페', '22PLA 킬리안 음바페', '20UCL 앙헬 디마리아', '21UCL 앙헬 디마리아', '21PLA 킬리안 음바페', '19UCL 네이마르 Jr.', '19TOTY 네이마르 Jr.', '19TOTY 킬리안 음바페', '20TOTN 네이마르 Jr.', 'LH 앙헬 디마리아', '21PLA 네이마르 Jr.', '19TOTS 네이마르 Jr.', 'HOT 네이마르 Jr.', '19TOTS 앙헬 디마리아', 'HOT 앙헬 디마리아', 'GR 킬리안 음바페', '19PLA 네이마르 Jr.', 'GR 앙헬 디마리아', '19PLS 네이마르 Jr.', '20PLA 네이마르 Jr.', '20PLA 킬리안 음바페', '19PLS 킬리안 음바페', 'TT 네이마르 Jr.', 'TC 네이마르 Jr.', 'TC 앙헬 디마리아', 'COC 앙헬 디마리아', '21PLA 앙헬 디마리아', '19PLA 킬리안 음바페', '22PLA 앙헬 디마리아', 'TB 네이마르 Jr.', '18PLS 네이마르 Jr.', '20PLA 앙헬 디마리아', '19PLA 앙헬 디마리아', 'NHD 네이마르 Jr.', 'TT 킬리안 음바페', '19PLS 앙헬 디마리아', 'PLC 네이마르 Jr.', 'PLC 킬리안 음바페', 'TB 킬리안 음바페', 'TC 킬리안 음바페', 'TT 앙헬 디마리아', '18PLS 킬리안 음바페', '18PLS 앙헬 디마리아', 'LIVE 네이마르 Jr.', 'TB 앙헬 디마리아', 'LIVE 킬리안 음바페', 'PLC 앙헬 디마리아', 'NHD 앙헬 디마리아', 'LIVE 앙헬 디마리아']"
