nation_pk,club_pk,name,pk
022,1975,C. 람세브너,320183645
018,0957,P. 라르센,320183768
017,0855,A. 비엘란,320183781
001,0536,마크 하워드,320183789
003,2029,요안 몰로,320183800
107,0688,F. 안드리아치마,320183833
005,"0212,0501,0769,0970,1208,1292,1692,1906",디에고 페로티,320183900
063,"1073,1250,1651,2026",I. 트라오레,320183909
002,0004,R. 수쿠타-파수,320183920
003,0316,테디 슈발리에,320183955
005,1208,파쿤도 롱칼리아,320183966
003,0227,놀란 루,320183982
001,1305,제임스 데이튼,320184042
010,0907,오를란두 사,320184136
017,1595,A. 야콥센,320184143
005,"0018,0054,0190,0214,0267,0542,1208,1476,1893",니콜라스 가이탄,320184144
009,1288,리로이 조지,320184202
017,2088,라세 비베,320184218
013,"0145,0146,0236,0334,0928,0976,1382,1600,1850,1992",믹스,320184220
023,0028,알랭 비스,320184261
002,1125,케빈 볼체,320184273
023,1033,M. 쇤바흘러,320184287
006,"0110,0222,0934,0949,1363",송진형,320184334
007,"0357,0918,1044,1077,1169,1261",세바스티안 조빈코,320184431
013,1440,에릭 리하이,320184456
048,1099,루보미르 굴단,320184461
001,1305,조 위다우슨,320184491
016,0392,L. 피츠제랄드,320184492
023,1033,빈터 아드리안,320184549
021,0291,스테판 맥귄,320184615
009,1874,안드레 크룰,320184640
001,1839,매튜 그린,320184714
016,1404,사이먼 매든,320184753
043,0269,이디르 우알리,320184927
008,"0070,0212,0498,0531,0798,0799,0868,0973,1900",지울리아누,320184942
011,1290,B. 시엘레프스키,320185187
048,"0125,0164,0212,0301,0400,1099,1529,1759,1791,1868",미로슬라프 스토흐,320186119
058,0058,R. 노이슈테터,320186296
041,"0208,0337,1108,1186,1253,1551,1758,1976",마르코 파비안,320186307
033,"0400,0467,1094,1868,2025",T. 게브레 셀라시,320186330
016,1774,컬럼 모리스,320186370
016,0392,칼 무어,320186384
016,1839,숀 스카넬,320186422
009,"0374,1124,1631,2064",J. 반데르헤이던,320186456
015,1454,루린,320186475
005,"0051,1189,1455,1691",마테오 무사키오,320186547
005,1882,파비안 몬손,320186550
016,1856,지미 라이언,320186558
001,0687,J. 버터필드,320186559
016,0640,존-조 오툴,300186590
016,0640,존-조 오툴,320186590
007,1147,M. 비고리토,320186611
007,1922,사무엘 디카르미네,320186614
005,1882,M. 알루스티사,320186650
004,1626,알베르토,320186681
028,1424,니콜라 굴란,320186753
002,1804,다비드 피소트,320186788
032,"0290,0466,0482,1169,1391,1501",콰조 아사모아,320186832
009,0578,앙코 얀선,320186887
007,"0051,0155,0274,0357,0501,0539,1096,1391,1632",알베르토 팔로스키,320186961
015,0484,저우야쥔,320186969
006,"0222,0521,0949,1230,1750",김호준,320187171
006,1730,박태민,320187182
006,1351,홍정남,320187275
033,0692,D. 멜리하레크,320187336
011,0441,A. 보리시우크,320187818
012,0928,마커스 올손,320187916
003,"1500,1540,1692,1894,2024",클레망 그르니에,320187924
084,0064,뤼디 제스테드,320187942
008,"0034,0050,0070,0288,0756,0760,1214,1701,2005,2038",파울리뉴,320187961
028,1088,네마냐 르니치,320188131
009,"0164,1662,1738,1823,2019",더글라스,320188177
005,2051,L. 비아트리,320188197
019,0269,M. 차이테멜,320188207
003,0948,카림 요다,320188232
003,1894,P. 발디비아,320188383
003,"0214,0497,0679,1066,1607",마르빈 마르탱,320188385
003,"1495,2069",F. 뒤플뤼,320188387
045,0393,즐라코 야니치,320188405
045,"0329,0466,1189,1438",세나드 룰리치,320188427
023,1324,뱅상 루플리,320188430
004,1116,다니 파체코,320188554
043,"0497,0687,1549,1705,1765,1900,2029",메흐디 아베이드,320188600
003,1302,윌리암 레미,320188602
014,"1495,2069",D. 치망가,320188756
011,1302,I. 레브추크,320188762
024,0594,루크 드베어,320188779
008,"0183,0414,0799",타이손,320188803
038,"0482,0808,0990,1328,2024",니콜라 은쿨루,320188829
001,2068,조 마틴,320188831
010,0933,미겔 로페스,320188840
033,1411,리보르 코작,320188871
021,1774,이언 비거스,320188900
012,0972,빅토르 노링,320188950
002,0384,M. 가르다프스키,320189041
007,1434,F. 렌체티,320189065
005,0894,마우로 디아스,320189153
001,1839,루크 워터폴,320189159
008,1950,카이우비,320189196
001,0561,C. 클레멘츠,320189281
001,1024,A. 리치-스미스,320189282
001,1408,루이스 영,320189307
008,"0112,0369,0632,0798,1309,1733,1786,1886,2067",헐크,320189362
008,"0123,0139,0212,0868,1309,1965,2038",소자,320189423
012,0928,라스무스 욘손,320189431
001,"0610,0656,0689,0753,0972",잭 윌셔,320189461
004,"0242,0492,0872,1355,1477,1585,1701,1746",빅토르 산체스,320189506
007,1556,A. 리스폴리,320189557
004,1746,과로체나,320189573
022,0518,T. 라이펠트샤머,320189591
001,1305,제이미 털리,320189625
033,0715,얀 코바리크,320189650
008,"0211,0383,0498,2024",하파엘,320189681
008,1492,다 코스타,320189707
011,1149,M. 빌루시,320189710
028,1746,A. 프리요비치,320189757
010,"0054,0214,0479,0759,1026,1279,1632,2062",에데르,320189795
016,1115,패디 매든,320189808
016,0392,마크 번,320189828
001,2068,루크 오닐,320189900
019,2061,라마잔 쾨세,320189920
027,"1195,1257,1447,1482,1495,1576,2024",라민 가사마,320189944
019,0386,K. 첼리카이,320189952
011,1425,미하우 야노타,320190079
037,1715,사바스 겐촐루,320190090
004,"0470,1096",다니 카스테야노,320190093
004,"0470,1096",하비 카스테야노,320190094
009,0578,D. 텔겐캄프,320190169
032,1926,A. 테테,320190193
047,0846,마마두 사마사,320190195
004,"0276,0482,0501,0658,1169,1222,1455,1626,1692,1985,2005,2008,2057",이아고 팔케,320190264
018,1602,F. 베르게,320190438
008,"0183,0868,1092,1169,1304",더글라스 코스타,320190483
032,"0012,0123,0319,0457,0782,1047,1252,1274,1309,1489,1803,1997,2026",D. 오파레이,320190494
054,0998,카림 라리비,320190499
028,1375,N. 크르스티치치,320190501
003,"0672,0771,0782,0976,1309,1844,1850",엘리아킴 망갈라,320190531
013,"0419,1180,1821",이케 오파라,320190558
005,0880,M. 카루소,320190576
086,"0485,0750,1420,1453,1894",에르베 바질,320190659
002,2026,율리안 시버,320190664
019,0846,야신 외즈테킨,320190748
010,"0054,0159,0190,0681,1142,1241,1309,1641,1672,1886,1893",후벵 미카엘,320190779
050,1241,해리스 부키치,320190793
017,0503,다비드 옌센,320190947
025,0386,안테 쿨룰리치,320190959
018,1602,무사가 바켕가,320190981
072,"0710,0763,1364,2080",아메드 엘모하마디,320191005
002,1132,펠릭스 크로스,320191066
109,1890,칼림 하일랜드,320191096
012,1720,R. 룬드스트룀,320191105
022,0940,데니 알라르,320191123
047,1252,삼바 소우,320191151
042,1573,데얀 야코비치,320191218
004,0526,우나이 메디나,320191222
020,1900,A. 알 다우사리,320191262
020,1715,N. 하자지,320191409
040,"0375,0804,1444,1813,2025",오사코 유야,320191565
005,0357,레안드로 치치솔라,320191628
006,0914,정다훤,320191637
006,1210,김성환,320191662
006,1018,안성남,320191677
008,"0068,0139,1236,1309,1641,1900,1955",마이콩,320191687
004,0948,보티아,320191688
006,"0310,0510,0521,0914,1351,1558,1600",이재성,320191814
020,"0301,1791",하산 무아트,320191842
020,0575,A. 알하이바리,320191843
006,"0914,0949,0954,1018,1210,1376",이지남,320191874
006,"0275,0465,0505,0521,0654,1018,1247,1333,1697",황재훈,320191888
006,"0595,0835,1351,1600",김신욱,320191910
006,1018,강승조,320191922
006,"0252,0465,0491,0521,0654,1018,1624",윤신영,320191926
008,2031,소자,320192026
008,"0091,0123,0581,0647,1576,1642,1824",웰링통,320192091
058,"0623,0759,0911,1043,1739,1874,1877,1934",V. 이그나티예프,320192146
003,0676,폴 란,320192242
012,1424,빅터 룬베리,320192283
093,0575,G. 아르라우스키스,320192297
018,0957,G. 콩스하븐,320192316
008,1454,헤나치뉴,320192349
009,"0146,0447,0596,1587,2064",세르히오 파트,320192358
009,"0164,0590,0779,1173,1319,1631,1632",L. 나르싱,320192362
024,1709,마이클 마로니,320192466
001,2086,리 노백,320192473
049,1042,파비안 오레야나,320192492
016,0041,숀 켈리,320192542
032,0928,M. 아부바카리,320192554
002,1132,마누엘 슈벵크,320192566
032,0998,E. 바두,320192575
016,1372,크리스 쉴즈,320192582
057,"0014,0231,0976,0990,1334,1472,1850,1992,2080",C. 판틸리몬,320192613
010,1753,다비드 시망,320192636
007,"0155,0460,0802,1051,1169,1478,1492,1944,2080",E. 자케리니,320192841
068,1821,구람 카시아,320192904
068,1290,G. 메레바쉬빌리,320192912
003,1240,로익 푸졸,320192997
004,0204,카를로스 다비드,320193064
003,1482,마티외 소니에,320193081
001,1774,로스 드레이퍼,320193083
002,1138,C. 클레멘스,320193098
010,0064,호데리크 미란다,320193143
060,1125,C. 산토스,320193169
001,1839,카일 베넷,320193187
076,1052,J. 분기디카,320193209
008,1841,B. 소아레스,320193220
039,1832,앤다일 잘리,320193234
022,1515,C. 쇠스벤터,320193251
002,1078,필립 클링만,320193276
011,1145,필립 쿠르토,320193302
107,0676,L. 노멘자나하리,320193376
008,0123,도글라스,320193429
023,"0329,0989,1033,1273,1476,1702",로리스 베니토,320193468
012,1839,루드빅 에만,320193473
005,1474,D. 나바레티,320193510
016,1774,빌리 맥케이,320193552
028,1499,P. 슈쿨레티치,320193581
001,1839,제임스 핸슨,320193613
007,0918,바스코 레지니,320193686
001,1839,샘 하버검,320193707
045,1239,이제트 하이로비치,320193780
016,0906,죠 메이슨,320193798
010,"0040,0054,0565,0645,0681,1193,1309,1694,1886,2029",안드레 핀투,320193862
001,1024,벤 프링글,320193956
002,1095,닐스 미아트케,320194035
002,"0052,0101,1030,1062,1073,1165,1304",막스 그륀,320194050
004,1290,아이람 카브레라,320194076
007,0276,A. 마초타,320194216
040,"0290,1107,1328,1944,1955",나가토모 유토,320194359
031,0957,I. 우조추쿠,320194429
019,0269,S. 외르네크,320194648
001,1024,마크 헐스티드,320194679
027,0309,아마라 바비,320194718
002,"0101,1019,1078,1304,1702",디에고 콘텐토,320194727
049,"0168,0208,0894,0953,1085,1152,1153,1285,1426,1450,1472,2054",곤살로 하라,320194795
003,1066,요안 마르티알,320194953
008,1926,안드레,320194963
001,0549,N. 멘데즈-랭,320194964
010,"0054,0231,0386,0526,0691,0796,1282,1738,1932",티아구 핀투,320194979
019,0386,아틸라 투란,320195256
002,0269,미르칸 아이딘,320195261
025,1595,마테이 델라치,320195356
102,0934,알라 압바스,320195540
049,"0223,0953,1208,1885",J. 푸엔살리다,320196069
026,"0115,0139,0357,0368,0462,0672,1386",도를란 파본,320196143
097,1033,우마루 방구라,320196615
066,"0195,1192,1287,1943",알도 코르소,320196688
027,0213,C. 디안디,320196991
085,"0301,1791",M. 파예즈,320197008
001,1032,카딤 해리스,320197170
027,"0485,0809,0921,0961,1472,1500",압둘라예 디알로,320197233
002,1078,F. 비트발트,320197439
012,1184,P. 디미트라데스,320197527
085,"0301,1791",모하나드 살렘,320197592
007,1434,A. 세쿨린,320197689
005,1473,G. 브루나,320197770
034,"1252,1406,1472,1510,1691,2005",세르주 오리에,320197853
001,1206,P. 코안-홀,320197883
025,1078,I. 파우레비치,320197893
118,1668,조시 파커,320197930
031,0494,K. 이그보아나니케,320197941
016,1463,유넌 오케인,320197953
004,1241,피추 아티엔사,320198062
008,"0865,0913,0954,1159,1316,1678,1951",세르지뉴,320198171
001,0875,스티브 아널드,320198253
013,1564,세스 시노비치,320198257
076,0265,제랄두,320198312
024,1145,이반 프라니치,320198330
029,2076,조나탄 라미스,320198354
021,0684,스콧 로빈슨,320198373
004,1241,기티안,320198474
016,0041,로리 하킨,320198486
023,1239,J. 드르미치,320198504
017,0855,마르첼 뢰메르,320198534
013,1661,그레그 가자,320198589
034,2061,G. 고후,320198590
004,0675,알바로 아로요,320198630
004,1336,로드리,320198631
007,0988,S. 페티나리,320198701
018,0957,K. 바르멘,320198702
043,"0301,1791",S. 타이데르,320198760
005,1524,J. 톨레도,320198783
008,"0065,0465,0654,0826,0949,1142,1155,1159,1351,1381,1951,2057",아드리아노,320198874
016,1473,코너 클리포드,320198891
058,"0798,1739,1877",세르게이 페트로프,320198991
024,1718,M. 아미니,320199002
016,0392,시어런 킬더프,320199015
062,2076,A. 도밍게스,320199103
016,0041,스티븐 폴란,320199139
018,0957,J. 그뢰네르,320199141
003,1482,J. 들라플라스,320199195
006,"0465,0654,0914,1018,1730",조재철,320199235
002,0052,마티아스 비텍,320199305
023,1013,팀 클로제,320199383
065,1180,제임스 무사,320199388
004,"0079,0231,0239,0836,1534,1636,1781",이바이 고메스,320199416
002,1132,닉 프로슈비츠,320199510
001,0875,리키 홈스,320199516
056,1060,베킴 발라지,320199563
001,1839,스테판 페인,320199620
011,1006,P. 말라르치크,320199684
004,"0470,1096",아리다이,320199700
078,0684,C. 디카모나,320199754
002,1132,F. 부르마이스터,320199801
049,"0223,0344,0641,0880,0952,1394,1669,1882",파블로 에르난데스,320199827
031,1715,존 오구,320199866
008,1142,호물루,320199935
003,0485,Z. 디알로,320200067
009,"0009,0578,0590,1804,1874,2064",R. 반레인,320200111
008,0183,알랑 파트리크,320200206
012,0494,J. 린드베르그,320200253
054,1839,비렐 모스니,320200265
010,0565,디오구 살로망,320200271
022,1841,베냐민 프란터,320200432
011,0441,M. 마쿠셰프스키,320200461
001,0684,샘 워커,320200525
024,1423,G. 메브라흐투,320200527
006,1750,이재권,320200551
006,"0135,0222,0310,0705,0914,1376,1730",남준재,320200553
006,1230,정호정,320200560
006,2022,황도연,320200586
006,"0086,0310,0521,0541,1018,1230,1351,1600",하성민,320200593
102,1110,오사마 라시드,320200683
012,0494,다니엘 야를,320200693
032,"0262,1886",알하산 와카소,320200773
008,0537,브루누 우비니,320200818
003,0276,기욤 질리오티,320200876
016,1372,애런 맥캐리,320200942
019,1440,아이쿠트 외저,320200955
033,1411,O. 자후스텔,320201000
002,0955,올리버 소르크,320201016
003,0783,말레크 셰르기,320201019
002,1304,티모 케른,320201068
011,1006,콘라트 포렌츠,320201169
007,0051,A. 돈나룸마,320201179
017,1157,M. 니엘센,320201277
022,1975,로베르트 줄리,320201290
018,0957,T. 아그데스테인,320201337
017,0988,F. 쇠렌센,320201342
032,0952,모하메드 아부,320201359
029,"0472,0542,0882,0918,1222,1364,1492",가스톤 라미레스,320201508
003,1661,M. 드플라뉴,320201523
007,0988,B. 마르텔라,320201530
038,0851,폴-조르주 은텝,320201533
002,1052,마커스 멘들러,320201539
028,0916,아르시치,320201788
112,1206,칼럼 해리엇,320201927
012,1424,알레산더 나디,320201989
018,0314,G. 헤렘,320202000
003,"0227,0295,0353,0501,0881,1200,1252,1510,2083",로이크 랑드르,320202002
009,1124,토마스 브룬스,320202050
040,1897,미야이치 료,320202053
008,"0045,0068,0492,0612,0868,0974,1492,1501,1585,1655,1738,1877,2037",나우두,320202054
005,0354,J. 페르난데스,320202069
015,"0018,0050,0595,0719,1210,1653",리젠빈,320202103
005,1366,F. 보르다가라이,320202154
013,1372,요수아 가트,320202169
051,0182,M. 빌하울름손,320202175
001,2086,젤리 이스마일,320202179
001,1024,조던 슬루,320202198
006,0056,박요한,320202290
016,0875,시안 볼거,320202312
047,1281,A. 디아비,320202330
017,1595,T. 랑에,320202367
004,0720,세란테스,320202410
013,1827,데이빗 빙험,320202469
007,0134,디미트리 비솔리,320202489
121,0008,수니 사드,320202495
003,1145,로이 푸요,320202548
074,1809,H. 아브드 엘하메드,320202601
008,0045,페르난두,320202642
002,0686,S. 레베렌츠,320202662
016,1473,코너 매커맥,320202731
039,"0525,0810,1124,2064",툴라니 세레로,320202746
041,1092,리차드 산체스,320202786
011,1654,M. 슈체파니아크,320202788
045,0686,S. 하이로비치,320202806
078,0484,티에비 비푸마,320202882
012,0928,S. 마홀리,320202932
012,0446,O. 힐리에마르크,320202944
006,"0521,0949,1310,1558,1750",조지훈,320202975
006,0056,주현재,320202997
006,1230,정성민,320203008
001,0640,조 라일리,320203048
008,1058,카이우 세쿠,320203239
001,1305,루이스 데니스,320203312
075,1879,A. 갈라비노프,320203327
001,0055,롭 홀,320203355
021,1664,알렉스 쿠퍼,320203372
009,0842,와심 부이,320203399
034,1562,I. 디오만데,320203435
002,1132,베냐민 케셀,320203445
002,1095,J. 레인하르트,320203454
016,1530,토미 호밴,320203464
033,0571,이리 스칼라크,320203606
014,0316,마시모 브루노,320203633
007,0988,A. 돈나룸마,320203668
019,2061,아닐 코츠,320203729
004,0720,호세 앙헬,320203733
001,0041,J. 세런트-그린,320203743
004,1931,존 토랄,320203746
008,"0262,1886",웨우통,320203774
013,0714,에런 요한슨,320203793
049,1101,F. 구티에레스,320203796
054,0426,카림 아우아디,320203820
005,0354,L. 카파라티,320203855
103,1109,샤커 알하두르,320203885
003,1281,A. 트레벨,320203886
008,"0868,0969,1040,1587,1631,1647,2082",에리크 보테긴,320203888
046,1546,H. 토이보뫄키,320203897
029,0611,아드리안 루나,320203902
004,1405,헤라르드 바디아,320204071
017,1595,A. 루드비,320204164
007,0348,M. 트로타,320204250
021,0684,리암 폴워스,320204275
021,0684,로리 매켄지,320204322
003,"1495,2069",사미 켈리,320204363
009,0578,히랄 벤 무사,320204371
029,1683,산티아고 가르시아,320204385
002,0292,A. 비에겔,320204388
024,0684,딜런 맥가원,320204422
027,1564,클레망 디오프,320204438
027,0675,P. 디아만카,320204450
002,0393,슈테펜 랑,320204495
052,0813,L. 멜가레호,320204699
006,1018,유지훈,320204714
010,0749,아폰수 차이라,320204729
002,0726,토비아스 쉴크,320204762
009,0309,메노 코흐,320204816
003,"0485,0808,0976,1328,1850",뱅자맹 멘디,320204884
003,1453,P. 구아노,320204886
022,0109,모리츠 바워,320204904
001,1097,커티스 거스리,320204915
015,0050,뤄궈푸,320204943
002,1679,K. 볼만,320205048
053,0854,W. 카마부아카,320205085
002,1052,비아른 토엘케,320205096
040,"0313,0337,0674,1020,1386,1390,1636",이누이 다카시,320205114
071,1546,페르한 하사니,320205138
030,1206,에미 휴스,320205163
021,1774,J. 네이스미스,320205321
005,1971,S. 젠틸레티,320205408
055,0182,H. 살라사르,320205423
002,0259,베네딕트 뢰커,320205451
002,0686,안드레 바이스,320205455
022,1813,마르틴 푸시치,320205465
033,1868,T. 말린스키,320205493
010,1058,후벵 페헤이라,320205524
008,2029,베르나르드,320205525
001,"0184,0349,0549,0753,1931",조던 아이브,320205540
049,1440,C. 호르케라,320205555
009,0578,미카엘 샤콘,320205593
010,1926,안드레 소자,320205598
009,1833,M. 판 다이넌,320205603
009,0933,케빈 루카센,320205681
009,0578,C. 카블란,320205926
008,"0658,0865,1386,1585,1626,1691,1843,1893",레오 밥티스탕,320205976
012,0496,에리크 베리,320206022
108,0675,에디 실베스트레,320206035
016,1857,조이 존스,320206039
002,0726,셀림 긴디즈,320206054
016,1664,K. 캘런-맥파든,320206082
089,1187,윌러드 카찬데,320206124
007,0969,A. 치치레티,320206160
074,0590,아리엘 하루시,320206376
071,1234,D. 게오르기예프스키,320206399
010,"0054,0148,0243,0672,1476,1738,2019",주앙 페레이라,320206407
001,2068,타이런 마시,320206409
036,"0183,0584,0714,0847,1276,1469",보그단 부트코,320206427
024,1145,A. 야누,320206435
001,1527,E. 프라이어스,320206489
027,2037,압둘라예 사네,320206492
004,0526,사트루스테기,320206522
065,1839,맥스 크로콤,320206566
001,0689,마커스 매디슨,320206571
006,0056,허범산,320206643
049,"0063,0140,0363,0369,0433,0460,0672,0868,1085,1604,1713",E. 바르가스,320206655
013,1661,지미 맥래플린,320206659
006,"0056,0746,0797,1018,1600,1980",김효기,320207442
034,0109,코로 코네,320207538
006,"0465,0654,1376,2022",이슬찬,320207542
012,0957,데이빗 푈만,320207618
112,1186,W. 크리에이볼,320207619
005,0811,F. 바리엔토스,320207657
012,"0450,1945",A. 스트룀베리,320207720
009,0578,S. 반 더 레이,320207723
080,1420,스티브 야고,320207746
013,1661,레이몬 게디스,320207783
053,1288,조르당 보타카,320207872
008,1694,길레르미 라자로니,320207932
006,"0465,0570,0654,0914,0949,1230",주세종,320208063
011,1654,M. 리비츠키,320208095
002,0292,T. 아이스펠트,320208096
008,"0383,0469,0859,1169,1198,1377,1476,1912",가브리엘,320208141
018,0957,S. 세트레,320208151
014,0309,테오 데푸르니,320208214
037,"0691,1288,1398,1476,1520,1706",A. 사마리스,320208230
016,0392,루크 번,320208290
152,0494,M. 사에드,320208371
031,0314,G. 아로코요,320208372
061,1092,장카를로 곤살레스,320208379
007,1440,마테오 리치,320208424
008,"0211,0672,0974,1181,1189,1824",안드레아스 페레이라,320208450
013,1573,A. 귀도,320208513
040,"0243,1009,1314,1328,1964",사카이 히로키,320208520
008,0933,구스타부,320208525
003,1036,아크셀 은간도,320208585
021,1113,마크 벡,320208651
021,1113,마크 벡,321208651
021,1113,마크 벡,320208651
021,1113,마크 벡,321208651
022,0518,마누엘 켈헤,320208688
014,"1495,2069",K. 쉬어만스,320208783
014,"0231,0432,0672,0779,1134,1281",자카리아 바칼리,320208790
117,1828,루크 갬빈,320208797
011,0345,D. 루카시크,320208898
020,0768,K. 사라힐리,320208958
002,1341,올리버 하인,320208983
020,1715,A. 알유세프,320209172
016,0438,마이클 바커,320209244
001,1839,대니 로즈,320209268
001,2086,D. 로,320209274
009,"0055,0276,0447,0765,1189,1292,1647,1874,2064",자판 안데르손,320209401
011,1311,W. 리소프스키,320209415
011,1006,A. 프라츄자크,320209453
056,0196,D. 시마니,320209458
008,0314,하피냐,320209501
009,0164,퀸시 메니크,320209503
020,1715,B. 알 나크흘리,320209561
020,"0301,1791",R. 수피아니,320209567
020,"0301,1791",Y. 카비,320209584
009,0639,D. 흐라븐베르흐,320209600
007,"0470,1096",P. 이에멜로,320209613
016,0041,토니 맥네이미,320209652
037,1288,D. 시오바스,320209669
084,1148,J. 아데오티,320209691
031,1515,B. 에돔워니,320209709
002,0927,마르커스 숄츠,320209843
039,1187,K. 몰레코,320209873
002,1095,게리트 베캄프,320209961
008,1058,사사,320209995
022,1515,C. 마르친코,320210005
008,0691,지에구 로페스,320210016
020,0948,W. 바하슈와인,320210028
010,1694,브루누 모레이라,320210031
066,0213,C. 베나벤테,320210112
010,1375,엘데르 로페스,320210118
028,0820,필립 말바시치,320210171
022,0187,S. 라코비츠,320210275
002,1234,P. 치글러,320210280
026,"0168,0368,0508,0804,0974,1250,1585,1877",존 코르도바,320210287
007,1391,필리포 팔코,320210329
001,0561,앨릭스 아다이,320210330
021,0701,L. 맥라우드,320210409
011,1006,Ł. 시에르피나,320210416
010,1373,파비우 누네스,320210427
070,0688,제제,320210466
022,1079,파트리크 뫼슐,320210477
003,1066,파페 파예,320210527
020,"0301,1791",F. 알 자만,320210542
059,1443,J. 모리아스,320210639
013,0985,브라이언 로웨,320210711
020,0040,M. 알부라이흐,320210750
020,0948,바셈 알 바키,320210785
020,0948,S. 알사와디,320210786
020,1715,M. 알 부라이흐,320210795
020,0688,A. 알무타이리,320210805
020,1026,F. 팔라타,320210854
020,"0301,1791",A. 하룬,320210920
020,1715,B. 알셀리틴,320210922
004,0897,빅토르 로드리게스,320211017
045,1042,케난 코드로,320211068
066,1562,파올로 우르타도,320211124
004,1931,안드레스 프리에토,320211132
020,0688,M. 아와드,320211160
009,"0214,1189,1789,2064",리카르도 키슈나,320211176
038,0691,F. 올링가,320211214
001,1527,M. 파머,320211228
031,0204,라몬 아지즈,320211231
028,0386,U. 라다코비치,320211250
005,0354,아리엘 로하스,320211265
027,"0159,0497,0501,0846,0989,1453,1877",무사 코나테,320211321
023,1546,요엘 운터제,320211322
003,0181,쥘리앙 파브리,320211358
023,0196,마르코 부르키,320211438
003,1148,케빈 타포코,320211484
004,0675,루벤 마르티네스,320211516
007,1556,미켈레 리조네,320211608
006,0916,김성현,320211675
024,0934,L. 이탈리아노,320211768
002,1841,코피 슐츠,320211812
025,1730,이고르 요바노비치,320211824
002,0726,데니스 마스트,320211831
002,1243,M. 하르트만,320211840
055,1033,베냐민 콜롤리,320211903
013,1229,제롬 키스웨터,320211988
006,0056,권진영,320212011
008,1697,말로니,320212029
017,1157,A. 스탄코비치,320212069
008,1751,클레이통,320212173
089,1854,데이비드 모요,320212174
009,0578,R. 지프코비치,320212210
055,1078,베사르 할리미,320212238
017,2088,알렉산더 숄츠,320212253
038,0846,클린턴 은지,320212273
001,1763,조슈아 헤어,320212296
003,0528,로이스 디오니,320212350
008,0054,에두아르두,320212369
002,1095,안토니 지레,320212385
017,0855,P. 그레고르,320212417
007,0002,루카 가리타노,320212446
006,0310,이상협,320212532
006,1376,임창균,320212588
022,0518,발렌틴 그루벡,320212612
012,1775,파웰 시비키,320212643
063,0334,파 코나테,320212645
013,1084,딜런 파워스,320212718
008,1376,호도우푸,320212771
006,1230,김도형,320212818
059,0686,마이클 시튼,320212909
006,1018,김경민,320212914
006,1697,정선호,320212960
006,0056,최우재,320213050
006,"0056,0222,1018,1230,1333,1697",권용현,320213067
065,1425,스톰 룩스,320213094
027,1240,파프 사네,320213110
058,0148,S. 크리추크,320213150
001,1113,케빈 로코,320213155
006,"0056,0705,1376,1750",가솔현,320213171
032,"0245,1495",S. 아사모아,320213228
043,"0528,0532,1765,2005",나빌 벤탈렙,320213296
006,0914,함석민,320213314
020,0426,오사마 아수르,320213333
038,1420,A. 테이케우,320213348
024,1234,크와메 예보아,320213369
029,"0051,0290,0344,0482,0501,1261,1492,1662,1809",디에고 락살트,320213400
142,"0301,1791",B. 이슬람한,320213420
005,"0183,1366,1394,1476,1585,1669,1765,2054,2076",파쿤도 페레이라,320213432
028,1026,N. 니콜리치,320213454
013,1245,아담 잔,320213491
077,0174,S. 응구알리,320213498
001,1025,모건 페리어,320213553
005,1392,A. 산체스,320213588
039,1832,로넌 윌리엄스,320213615
001,1206,톰 랩슬리,320213635
071,0656,D. 일리예프,320213649
002,0393,L. 지만,320213651
083,1147,N. 이오아누,320213685
046,"0125,0273,0290,0635,1006,1007,1173,1311,1516,1546,2040",페테리 포르셀,320213717
121,1184,펠릭스 미첼,320213765
006,0916,김동권,320213781
007,1147,알베르토 체리,320213829
017,0790,카스퍼 윤케르,320213871
008,1694,웰링톤 주니오르,320213878
029,0237,D. 로드리게스,320213974
020,1715,A. 알 나제라,320214007
105,1248,로만 토레스,320214506
026,0373,M. 두아르테,320214563
026,1453,스티벤 멘도사,320214570
020,1715,R. 알 라드히,320214652
026,1715,R. 레니스,320214662
005,1058,L. 바레라,320214668
030,0684,조 라이트,320214682
005,0373,N. 아베야네다,320214762
052,1504,빅토르 아얄라,320214771
049,1026,R. 페르난데스,320214835
049,"0367,0953",오스카르 오파소,320214838
011,0441,S. 소브차크,320214893
011,1311,야쿠브 브로벨,320214895
005,1683,D. 로드리게스,320214933
053,0181,해리슨 만잘라,320214949
005,1882,N. 아기레,320215060
005,0354,C. 디아즈,320215072
049,"0953,1103",브라이언 코르테스,320215086
029,0373,워싱턴 카마초,320215159
005,2076,R. 카세레스,320215188
005,0363,루카스 메노시,320215193
005,0354,후안 비에이라,320215207
005,1882,E. 이스날도,320215208
005,1971,F. 폰타니니,320215215
005,0144,요엘 카를리,320215227
005,0116,에밀리아노 리고니,320215259
014,1735,F. 마르퀫,320215302
005,0144,조나탄 슌케,320215321
007,1391,E. 카프라도시,320215376
023,0783,마테오 페델레,320215401
022,1088,마르코 솔도,320215418
002,0686,F. 홀타우스,320215422
007,0276,F. 비카리,320215433
067,0675,I. 케코예비치,320215477
008,1042,케네디,320215639
017,1352,요나스 토르센,320215660
067,1302,M. 베쇼비치,320215720
003,0783,플로랑 마르탱,320215760
008,"0070,0225,0369,0808",제메르송,320215792
009,1890,산드로 셍크,320215822
028,2061,U. 스파이치,320215892
020,"0301,1791",A. 알하이바리,320215971
005,0741,I. 페르난데스,320215998
005,0204,다미안 무스토,320216019
005,0215,F. 코니글리오,320216052
