팀 컬러,팀 컬러 설명,1단계 적용 조건,2단계 적용 조건,3단계 적용 조건,4단계 적용 조건,1단계 효과,2단계 효과,3단계 효과,4단계 효과,시즌 & 이름
2022 아르헨티나,2022시즌 아르헨티나 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,드리블 +3 / 시야 +3 / 짧은 패스 +2 / 태클 +2,-,-,-,"['21UCL 레안드로 파레데스', '22PLA J. 알바레스', '19PLS 리오넬 메시', 'MC 니콜라스 오타멘디', 'PLC 리오넬 메시', 'COC 조바니 로셀소', 'WC22 니콜라스 곤살레스', '19PLS 조바니 로셀소', 'WC22 E. 팔라시오스', '19PLS 알레한드로 고메스', '19PLS 라우타로 마르티네스', '20UCL 레안드로 파레데스', 'COC 파울로 디발라', '22PLA 파울로 디발라', '19PLS 앙헬 코레아', '19UCL 파울로 디발라', '20TOTS L. 마르티네스', '19PLS R. 데파울', '20PLA 조바니 로셀소', '19PLS 헤로니모 룰리', '18TOTY 리오넬 메시', '22PLA 레안드로 파레데스', '18PLS 파울로 디발라', '20UCL 루카스 오캄포스', '18PLS 알레한드로 고메스', 'PLC 파울로 디발라', '19PLA 라우타로 마르티네스', '19PLS 앙헬 디마리아', '22PLA L. 마르티네스', 'TT 앙헬 디마리아', 'LIVE L. 마르티네스 콰르타', '20TOTN N. 탈리아피코', '20NG E. 팔라시오스', 'HOT 알레한드로 고메스', '21UCL 라우타로 마르티네스', 'COC 헤르만 페첼라', '22PLA E. 마르티네스', '20PLA 알레한드로 고메스', '20PLA 루카스 오캄포스', '21PLA 크리스티안 로메로', '22PLA 마르코스 아쿠냐', '21PLA 조바니 로셀소', 'MC 레안드로 파레데스', 'UP 조바니 로셀소', 'GR 앙헬 코레아', '20PLA 앙헬 디마리아', '21UCL 조바니 로셀소', '20UCL 리오넬 메시', 'TB 알레한드로 고메스', '20TOTS 알레한드로 고메스', '19UCL 레안드로 파레데스', 'GR 앙헬 디마리아', '21TOTS E. 마르티네스', '19UCL 앙헬 디마리아', '22PLA 후안 포이트', '21PLA 호아킨 코레아', 'TB 니콜라스 오타멘디', '19PLA 앙헬 디마리아', '19PLA 조바니 로셀소', 'TT 니콜라스 오타멘디', 'COC R. 데파울', 'CAP N. 탈리아피코', '22PLA 호아킨 코레아', '19PLA 호아킨 코레아', 'GR 루카스 오캄포스', 'LH 리오넬 메시', 'LIVE 리오넬 메시', '20TOTN 파울로 디발라', '19TOTS 리오넬 메시', '19TOTS 앙헬 디마리아', '20TOTS 마르코스 아쿠냐', '21UCL N. 탈리아피코', 'TC 리오넬 메시', '20PLA 라우타로 마르티네스', '21NG 니콜라스 곤살레스', '21PLA 마르코스 아쿠냐', '19UCL 리오넬 메시', 'COC 후안 포이트', 'HOT 리오넬 메시', 'MCFC 니콜라스 오타멘디', '22PLA 기도 로드리게스', 'COC 리오넬 메시', '20TOTS 파울로 디발라', '19PLA 레안드로 파레데스', 'LIVE 후안 포이트', '21PLA 알레한드로 고메스', 'TB 파울로 디발라', '21NG L. 마르티네스', 'COC 앙헬 디마리아', 'TT 파울로 디발라', '21PLA 리오넬 메시', '19PLA 헤로니모 룰리', 'TC 파울로 디발라', '18PLS 리오넬 메시', '20UCL 크리스티안 로메로', 'NHD 리오넬 메시', '19UCL 니콜라스 오타멘디', 'PLC 알레한드로 고메스', '20PLA 호아킨 코레아', 'TC 니콜라스 오타멘디', '22PLA 라우타로 마르티네스', '19TOTS 호아킨 코레아', '20PLA 리오넬 메시', '21PLA 루카스 오캄포스', '19NG 크리스티안 로메로', '20PLA 앙헬 코레아', '22PLA 헤로니모 룰리', '18PLS 앙헬 디마리아', '20TOTS N. 탈리아피코', 'LIVE 나우엘 몰리나', '19UCL 앙헬 코레아', 'TB 앙헬 디마리아', 'COC 라우타로 마르티네스', '19TOTS 알레한드로 고메스', 'GR 리오넬 메시', '20UCL 알레한드로 고메스', '20UCL 앙헬 코레아', '19TOTS R. 데파울', '21PLA 헤로니모 룰리', 'LIVE 헤르만 페첼라', '20PLA 마르코스 아쿠냐', '19PLA 알레한드로 고메스', '19NG 라우타로 마르티네스', '21PLA 라우타로 마르티네스', '20UCL 파울로 디발라', 'UP N. 탈리아피코', 'LH 앙헬 디마리아', '21PLA R. 데파울', '20UCL 앙헬 디마리아', '21PLA 파울로 디발라', '20TOTS 루카스 오캄포스', 'LH 니콜라스 오타멘디', 'COC 레안드로 파레데스', '19UCL 알레한드로 고메스', '20TOTS 라우타로 마르티네스', 'OTW L. 마르티네스', 'PLC 앙헬 디마리아', 'HOT 앙헬 디마리아', '21NG J. 알바레스', '19PLA 리오넬 메시', '19UCL 조바니 로셀소', '19TOTY 리오넬 메시', '21PLA 앙헬 코레아', '22PLA 니콜라스 곤살레스', '19PLS 호아킨 코레아', '21PLA E. 마르티네스', '19PLS 루카스 오캄포스', '19NG 후안 포이트', '19PLA 니콜라스 오타멘디', '19UCL 후안 포이트', '21TOTS 니콜라스 오타멘디', '18PLS 조바니 로셀소', 'OTW 조바니 로셀소', '20UCL 호아킨 코레아', '19PLA 파울로 디발라', '20PLA 헤로니모 룰리', '18PLS 니콜라스 오타멘디', '21UCL 앙헬 디마리아', 'TC 앙헬 디마리아', '22PLA 조바니 로셀소', '20UCL 마르코스 아쿠냐', 'COC N. 탈리아피코', 'OTW 헤로니모 룰리']"
2022 에콰도르,2022시즌 에콰도르 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,슬라이딩 태클 +3 / 속력 +3 / 적극성 +2 / 스태미너 +2,-,-,-,"['22PLA ', 'WC22 X. 아레아가', '21UCL P. 에스투피냔', '19PLS P. 에스투피냔', '20NG P. 에스투피냔', '22PLA 곤살로 플라타', 'WC22 Á. 프레시아도', '22PLA P. 인카피에', 'LH 에네르 발렌시아']"
2022 우루과이,2022시즌 우루과이 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,태클 +3 / 가로채기 +3 / 위치 선정 +2 / 밸런스 +2,-,-,-,"['MC 로드리고 벤탕쿠르', '19PLS 레안드로 카브레라', 'WC22 N. 데라크루스', 'GR 가스톤 페레이로', '19NG 페데리코 발베르데', '19PLA J. 히메네스', 'LH 디에고 고딘', '21PLA 다미안 수아레스', '19PLS 나이탄 난데스', '22PLA 에딘손 카바니', 'PLC 디에고 고딘', '21PLA J. 히메네스', '19PLA 레안드로 카브레라', '19PLA 에딘손 카바니', '21PLA 에딘손 카바니', '19UCL M. 고메스', 'TB S. 코아테스', 'TC J. 히메네스', '20PLA 페데리코 발베르데', 'LH 페르난도 무슬레라', '19PLS 마티아스 베시노', '18PLS 에딘손 카바니', 'TB 에딘손 카바니', '21PLA M. 올리베라', 'TB J. 히메네스', '22PLA 다르윈 누녜스', '19PLA M. 고메스', '20UCL 페데리코 발베르데', '18PLS J. 히메네스', 'UP 가스톤 페레이로', '21PLA 페데리코 발베르데', '18PLS 디에고 고딘', '19PLA 디에고 고딘', '19UCL 로드리고 벤탕쿠르', '21PLA 루카스 토레이라', '22PLA 마우로 아람바리', 'MC 페데리코 발베르데', '22PLA J. 히메네스', '20PLA 루카스 토레이라', '19UCL J. 히메네스', '19PLS 다미안 수아레스', 'LH J. 히메네스', 'MC 마르틴 카세레스', '19PLA 마르틴 카세레스', '20PLA J. 히메네스', '22PLA R. 아라우호', '19PLS 마우로 아람바리', '19PLA 루카스 토레이라', '21PLA 디에고 고딘', '19PLS 디에고 고딘', '20PLA 마우로 아람바리', '20PLA M. 고메스', '20TOTN J. 히메네스', 'TB 디에고 고딘', '20PLA 에딘손 카바니', 'HOT 디에고 고딘', 'LH 마르틴 카세레스', 'LH 에딘손 카바니', '22PLA 페데리코 발베르데', '20PLA 로드리고 벤탕쿠르', 'MC 가스톤 페레이로', '20PLA 디에고 고딘', '20UCL 로드리고 벤탕쿠르', 'WC22 마우로 아람바리', 'HOT 에딘손 카바니', 'PLC 에딘손 카바니', '19PLS 페데리코 발베르데', '21UCL M. 우가르테', '20UCL J. 히메네스', '19UCL 에딘손 카바니', '21UCL 에딘손 카바니', 'OTW M. 고메스', '21UCL 마티아스 베시노', 'PLC J. 히메네스', '19PLS 로드리고 벤탕쿠르', '18PLS 루카스 토레이라', 'TT 루카스 토레이라', 'TT 에딘손 카바니', '19PLS M. 고메스', 'TC 디에고 고딘', '19UCL 페데리코 발베르데', '19TOTS 에딘손 카바니', '19PLA 마티아스 베시노']"
2022 웨일스,2022시즌 웨일스 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,가속력 +3 / 속력 +3 / 몸싸움 +2 / 점프 +2,-,-,-,"['GR 가레스 베일', 'BOE21 코너 로버츠', '20UCL 아론 램지', 'LH 아론 램지', 'TC 가레스 베일', 'WC22 브레넌 존슨', 'WC22 크리스 메팜', 'BOE21 키퍼 무어', 'HOT 가레스 베일', 'VTR 웨인 헤네시', '20NG 대니얼 제임스', 'HOT 웨인 헤네시', 'BOE21 크리스 메팜', 'BOE21 조 모렐', 'WC22 대니 워드', 'TT 가레스 베일', 'WC22 ', 'BOE21 벤 데이비스', 'LH 웨인 헤네시', 'BOE21 조 앨런', '22NG 브레넌 존슨', 'LH 가레스 베일', 'GR 아론 램지', 'TB 가레스 베일', 'BTB ', 'EBS ', 'EBS 크리스 건터']"
2022 이란,2022시즌 이란 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,대인 수비 +3 / 몸싸움 +3 / 점프 +2 / 골 결정력 +2,-,-,-,"['LIVE S. 아즈문', 'WC22 S. 모하라미', 'WC22 A. 자한바흐시', '21TOTS 메흐디 타레미', '20TOTS 메흐디 타레미', '18PLS A. 자한바흐시', 'WC22 메흐디 타레미', 'WC22 S. 아즈문', '22PLA S. 아즈문', 'LIVE A. 아베자데흐', '22TOTS 메흐디 타레미', 'LIVE 메흐디 타레미', '18 사만 고도스', 'WC22 알리 골리자데', '20UCL 메흐디 타레미', 'WC22 M. 호세이니', 'WC22 M. 모함마디']"
2022 일본,2022시즌 일본 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,짧은 패스 +3 / 민첩성 +3 / 가속력 +2 / 볼 컨트롤 +2,-,-,-,"['LIVE K. 엔도', 'LIVE 나카야마 유타', 'LIVE N. 우에다']"
2022 잉글랜드,2022시즌 잉글랜드 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,대인 수비 +3 / 골 결정력 +3 / 민첩성 +2 / 짧은 패스 +2,-,-,-,"['19PLA 키어런 트리피어', 'LIVE 해리 케인', '19NG 데클런 라이스', '20PLA 라힘 스털링', 'BTB 라힘 스털링', 'WC22 존 스톤스', 'HOT 라힘 스털링', '18PLS 해리 케인', 'SPL 코너 갤러거', '22TOTS 데클런 라이스', 'SPL 라힘 스털링', '21PLA 부카요 사카', 'OTW 키어런 트리피어', 'WC22 메이슨 마운트', '21TOTS 해리 케인', 'COC 라힘 스털링', '20TOTN 라힘 스털링', 'TB 해리 케인', '21PLA 피카요 토모리', '21PLA 태미 에이브러햄', '22TOTN 잭 그릴리시', 'COC 카일 워커', '21PLA 코너 코디', '20UCL 태미 에이브러햄', '22TOTN 카일 워커', '21PLA 데클런 라이스', '22TOTN T. 알렉산더-아놀드', 'TB 카일 워커', '21UCL 메이슨 마운트', '21UCL 존 스톤스', 'PLC 해리 케인', '22TOTN 메이슨 마운트', '22TOTS 필 포든', 'BTB 존 스톤스', '22PLA 키어런 트리피어', '19PLA 카일 워커', '20PLA 잭 그릴리시', '18PLS 제시 린가드', '21PLA J. 워드-프라우즈', '19PLA 루크 쇼', 'BOE21 카일 워커', '22PLA 카일 워커', '22PLA T. 알렉산더-아놀드', '22PLA 조던 픽포드', 'SPL 데클런 라이스', 'BOE21 라힘 스털링', '20TOTS T. 알렉산더-아놀드', 'HOT 조던 헨더슨', '19PLA 제이든 산초', '19UCL 키어런 트리피어', 'BOE21 데클런 라이스', '19PLS 카일 워커', '22TOTS 코너 갤러거', 'WC22 라힘 스털링', 'BOE21 J. 벨링엄', '19UCL 라힘 스털링', 'WC22 루크 쇼', '18TOTY 해리 케인', '20UCL 벤 칠웰', '22PLA 리스 제임스', 'GR 존 스톤스', '21TOTN 잭 그릴리시', '22PLA J. 벨링엄', '19PLA T. 알렉산더-아놀드', 'COC 해리 케인', '20PLA 해리 매과이어', '22PLA 메이슨 마운트', '21PLA 카일 워커', '21PLA 벤 칠웰', '19PLA 조던 픽포드', '20PLA 조던 헨더슨', 'WC22 제시 린가드', '19PLS 조던 픽포드', '20NG 피카요 토모리', '18PLS 존 스톤스', 'TC 라힘 스털링', 'PLC 라힘 스털링', '21UCL 잭 그릴리시', '22PLA 해리 케인', '19UCL 태미 에이브러햄', '20NG 필 포든', '22TOTN 데클런 라이스', '19PLS 해리 케인', '19PLS 제이든 산초', '19PLA 라힘 스털링', '21PLA 조던 픽포드', 'TT 조던 픽포드', 'MOG T. 알렉산더-아놀드', 'MOG 조던 헨더슨', 'BWC 해리 매과이어', '20PLA T. 알렉산더-아놀드', '19NG 리스 제임스', '19TOTS 제이든 산초', '19PLA 해리 매과이어', '22TOTS 부카요 사카', 'BOE21 루크 쇼', '21PLA 캘빈 필립스', 'COC 제시 린가드', '20UCL 조던 헨더슨', 'BOE21 캘빈 필립스', 'BWC 조던 헨더슨', '20UCL 키어런 트리피어', 'UP 존 스톤스', '22PLA 라힘 스털링', '21PLA 해리 케인', '22PLA 에런 램즈데일', '20TOTS 조던 헨더슨', '21PLA 리스 제임스', 'WC22 캘빈 필립스', '21PLA J. 벨링엄', 'HOT 해리 케인', '21PLA T. 알렉산더-아놀드', 'COC 조던 픽포드', 'BWC 키어런 트리피어', 'OTW 해리 매과이어', 'COC 해리 매과이어', '21PLA 루크 쇼', '18PLS 조던 헨더슨', '18PLS 라힘 스털링', '21UCL 리스 제임스', '20PLA 메이슨 마운트', '19UCL 존 스톤스', '20PLA 해리 케인', 'BOE21 존 스톤스', 'BOE21 부카요 사카', '19TOTS 라힘 스털링', 'SPL J. 벨링엄', '22PLA J. 워드-프라우즈', '19TOTS T. 알렉산더-아놀드', '20UCL T. 알렉산더-아놀드', '21PLA 메이슨 마운트', '21TOTS 루크 쇼', '22PLA 데클런 라이스', 'SPL 캘빈 필립스', '21TOTS 존 스톤스', 'BWC 존 스톤스', 'SPL 리스 제임스', 'BOE21 해리 매과이어', '20UCL 라힘 스털링', 'BOE21 리스 제임스', 'HOT 코너 코디', '21PLA 키어런 트리피어', '21UCL 루크 쇼', '19UCL 카일 워커', '21UCL 벤 칠웰', '22PLA 캘빈 필립스', 'LH 조던 헨더슨', '20TOTS 제이든 산초', '22PLA 태미 에이브러햄', '20PLA 닉 포프', '20PLA 필 포든', '21TOTS 필 포든', '21NG J. 벨링엄', '22TOTS 해리 케인', '22TOTS T. 알렉산더-아놀드', 'BWC 제시 린가드', '21PLA 라힘 스털링', 'TC T. 알렉산더-아놀드', 'TC 조던 헨더슨', 'BWC 카일 워커', 'EBS 조던 헨더슨', '20UCL 존 스톤스', '19TOTS 데클런 라이스', 'COC 존 스톤스', 'CAP 조던 헨더슨', '22TOTN 키어런 트리피어', '21TOTY T. 알렉산더-아놀드', 'WC22 조던 픽포드', '19TOTS 존 스톤스', '21PLA 잭 그릴리시', 'BOE21 잭 그릴리시', '19UCL 피카요 토모리', '19PLA 조던 헨더슨', '20UCL 제이든 산초', '19PLS 닉 포프', '19PLS 라힘 스털링', '22TOTS J. 벨링엄', '21UCL 조던 헨더슨', '21NG 코너 갤러거', 'TB 라힘 스털링', 'BOE21 조던 헨더슨', '19UCL 제이든 산초', 'BOE21 타이론 밍스', '20UCL 카일 워커', '21PLA 제이든 산초', 'MCFC 카일 워커', '19NG 메이슨 마운트', '20PLA 카일 워커', '19UCL 리스 제임스', 'BTB 카일 워커', 'WC22 해리 매과이어', '19PLA 해리 케인', 'GR 루크 쇼', '20UCL 리스 제임스', '21TOTN 해리 케인', '20PLA 루크 쇼', '20PLA 데클런 라이스', '19UCL 해리 케인', '21UCL 카일 워커', '19NG 태미 에이브러햄', 'BOE21 제이든 산초', '20PLA 제이든 산초', 'WC22 데클런 라이스', '20UCL J. 벨링엄', 'COC 조던 헨더슨', '22TOTS 에런 램즈데일', '19UCL 조던 헨더슨', '18PLS 해리 매과이어', '22PLA 피카요 토모리', '21UCL 제시 린가드', 'COC 벤 칠웰', 'BOE21 키어런 트리피어', '21NG E. 스미스 로', '21PLA 해리 매과이어', '19UCL T. 알렉산더-아놀드', '19PLS 벤 칠웰', '21TOTS 잭 그릴리시', '21PLA 존 스톤스', 'SPL 피카요 토모리', 'WC22 카일 워커', 'COC T. 알렉산더-아놀드', 'COC 제이든 산초', '21TOTS 메이슨 마운트', '20PLA 키어런 트리피어', '22PLA 부카요 사카', '20PLA 조던 픽포드', '20TOTN 조던 헨더슨', '21UCL 제이든 산초', '21PLA 조던 헨더슨', '18PLS 카일 워커', 'LOL 제시 린가드', '20TOTY T. 알렉산더-아놀드', '21TOTN 조던 헨더슨', '19PLS T. 알렉산더-아놀드', '20UCL 필 포든', '19PLS 조던 헨더슨', '22TOTN 루크 쇼', '21UCL 해리 매과이어', '20TOTN 해리 케인', '18PLS 조던 픽포드', '21UCL 필 포든', '20TOTS 해리 매과이어', 'SPL E. 스미스 로', 'MCFC 라힘 스털링', '19PLA 제시 린가드', '19UCL 메이슨 마운트', 'GR 라힘 스털링', '19PLS J. 워드-프라우즈', '20NG 부카요 사카', 'BOE21 조던 픽포드', '19PLS 잭 그릴리시', '21TOTS 데클런 라이스', 'TT 카일 워커', '22PLA 닉 포프', 'MCFC 존 스톤스', '22PLA 제시 린가드', '22TOTN 해리 케인', '19PLS 해리 매과이어', 'GR T. 알렉산더-아놀드', 'WC22 해리 케인', 'BWC 조던 픽포드', '19PLA 존 스톤스', 'BWC T. 알렉산더-아놀드', '21UCL 라힘 스털링', 'BOE21 필 포든', '21TOTN 라힘 스털링', '19PLS 메이슨 마운트', '22TOTN J. 벨링엄', 'BOE21 해리 케인', 'LH 라힘 스털링', 'TT 라힘 스털링', '21TOTS 제이든 산초', '21UCL T. 알렉산더-아놀드', '22TOTN 필 포든', 'BOE21 메이슨 마운트', '21NG 에런 램즈데일', '22PLA 벤 칠웰', '19UCL 필 포든', '20PLA 벤 칠웰', 'BWC 해리 케인', '21TOTS 키어런 트리피어', '21PLA 닉 포프', '19PLS 키어런 트리피어', 'BWC 라힘 스털링', 'LOL 코너 갤러거', '20UCL 메이슨 마운트', 'COC 데클런 라이스', 'SPL 에런 램즈데일', '21PLA 필 포든', 'LOL 피카요 토모리', '22PLA 필 포든', '20TOTN 제이든 산초', 'WC22 필 포든']"
2022 카메룬,2022시즌 카메룬 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,밸런스 +3 / 몸싸움 +3 / 짧은 패스 +2 / 침착성 +2,-,-,-,"['18 ', 'LIVE S. 움 구에', 'LIVE ', 'LIVE 콜린스 파이', 'LIVE 누후', 'LIVE 장도 푸크스']"
2022 카타르,2022시즌 카타르 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,골 결정력 +3 / 위치 선정 +3 / 반응 속도 +2 / 슛 파워 +2,-,-,-,[]
2022 캐나다,2022시즌 캐나다 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,가속력 +3 / 민첩성 +3 / 크로스 +2 / 커브 +2,-,-,-,"['19PLS 알폰소 데이비스', '20KL ', '20PLA 조너선 데이비드', '21KL 도넬리 헨리', '20PLA 알폰소 데이비스', '21PLA 조너선 데이비드']"
2022 코스타리카,2022시즌 코스타리카 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,태클 +3 / 점프 +3 / 스태미너 +2 / 위치 선정 +2,-,-,-,"['LH 오스카르 두아르테', 'NHD 케일러 나바스', 'LIVE 오스카르 두아르테', 'LIVE 케일러 나바스', '18PLS 케일러 나바스', 'TB 오스카르 두아르테']"
2022 크로아티아,2022시즌 크로아티아 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,짧은 패스 +3 / 크로스 +3 / 긴 패스 +2 / 태클 +2,-,-,-,"['22PLA 루카 모드리치', 'WC22 니콜라 블라시치', '21TOTN A. 크라마리치', 'WC22 두예 찰레타-차르', 'TC 루카 모드리치', 'BOE21 도마고이 비다', 'BWC 두예 찰레타-차르', '18TOTY 루카 모드리치', 'EBS 루카 모드리치', '20TOTS 마테오 코바치치', '21UCL I. 그르비치', '21TOTN 마테오 코바치치', '21NG J. 그바르디올', 'BOE21 A. 크라마리치', 'WC22 마르코 리바야', 'LOL 마리오 파샬리치', '20TOTN 루카 모드리치', 'WC22 D. 리바코비치', 'BOE21 니콜라 블라시치', 'UP 마테오 코바치치', 'FA 밀란 바델', 'BOE21 마테오 코바치치', 'BOE21 J. 그바르디올', '19TOTY 루카 모드리치', '21UCL 마테오 코바치치', 'HOT 루카 모드리치', '19UCL 마테오 코바치치', 'WC22 요시프 브레칼로', 'WC22 오르샤', '21PLA 루카 모드리치', '21NG 보르나 소사', 'LH 루카 모드리치', 'BOE21 D. 리바코비치', '20UCL 루카 모드리치', '19UCL 마리오 파샬리치', '19UCL 이반 페리시치', 'LH 이반 페리시치', 'MC 마테오 코바치치', 'UP 이반 페리시치']"
2022 튀니지,2022시즌 튀니지 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,대인 수비 +3 / 드리블 +3 / 볼 컨트롤 +2 / 몸싸움 +2,-,-,-,"['WC22 딜란 브론', 'WC22 A. 라이두니', 'WC22 나임 슬리티', 'WC22 엘리스 스키리', '19TOTS 와흐비 카즈리', 'WC22 ', 'WC22 와흐비 카즈리']"
2022 포르투갈,2022시즌 포르투갈 국가대표로 크게 활약한 선수들로 구성된 팀컬러입니다.,8명,-,-,-,드리블 +3 / 볼 컨트롤 +3 / 짧은 패스 +2 / 민첩성 +2,-,-,-,"['BOE21 주앙 펠릭스', '20PLA 후이 파트리시우', 'TT 주앙 칸셀루', 'COC 후벵 디아스', '19UCL 곤살루 게드스', '19UCL 주앙 칸셀루', '20PLA 하파엘 게헤이루', 'COC 다닐루 페레이라', '20PLA 주앙 칸셀루', '19PLS 후벵 네베스', 'NHD 크리스티아누 호날두', '20PLA 안토니 로페스', '19PLS 디오구 조타', 'TB 베르나르두 실바', '21PLA 주앙 펠릭스', '22PLA 마테우스 누니스', 'TB 윌리앙 카르발류', 'OTW 주앙 펠릭스', 'UP 곤살루 게드스', '22PLA 후이 파트리시우', '19UCL 베르나르두 실바', '21PLA 헤나투 산시스', 'COC 주제 폰테', 'COC 하파엘 게헤이루', 'OTW 주앙 마리우', '18PLS 안토니 로페스', '21PLA 하파엘 게헤이루', 'TB 다닐루 페레이라', 'TB 브루누 페르난데스', '19PLA 베르나르두 실바', '19PLS 헤나투 산시스', '22PLA 디오구 달로', '19PLA 안토니 로페스', '19PLA 곤살루 게드스', '19PLA 주앙 무티뉴', '20PLA 후벵 네베스', '22PLA 하파엘 게헤이루', 'BOE21 디오구 달로', 'LIVE 세드리크', '22PLA 팔리냐', '19TOTS 주앙 무티뉴', '20PLA 주앙 펠릭스', '21PLA 안드레 실바', '21PLA 후이 파트리시우', 'BOE21 팔리냐', '20PLA 베르나르두 실바', '21PLA 후벵 네베스', '19PLS 주앙 무티뉴', '19UCL 넬송 세메두', 'GR 곤살루 게드스', '18PLS 크리스티아누 호날두', '20UCL 베르나르두 실바', 'LIVE 넬송 세메두', '21PLA 주제 폰테', '22PLA 곤살루 게드스', '19PLS 주앙 펠릭스', '20PLA 후벵 디아스', '18PLS 베르나르두 실바', '21PLA 디오구 조타', 'TB 페페', '19NG 하파엘 레앙', '20UCL 디오구 코스타', 'OTW 안드레 실바', '20PLA 브루누 페르난데스', 'LIVE 디오구 달로', '22PLA 후벵 네베스', '20PLA 주앙 무티뉴', 'TB 주앙 무티뉴', 'GR 후벵 네베스', '20PLA 안드레 실바', 'TT 넬송 세메두', '22PLA 헤나투 산시스', '21PLA 안토니 로페스', '21PLA 곤살루 게드스', 'COC 윌리앙 카르발류', 'COC 넬송 세메두', '20PLA 다닐루 페레이라', '19NG 디오구 달로', 'TC 베르나르두 실바', '19PLS 주제 폰테', '22PLA 넬송 세메두', '19PLS 후이 파트리시우', '19PLS 하파엘 게헤이루', 'MCFC 베르나르두 실바', '21PLA 주앙 무티뉴', '19PLA 주앙 칸셀루', '21PLA 주앙 칸셀루', '19UCL 하파엘 게헤이루', 'TT 베르나르두 실바', '19PLS 안토니 로페스', 'TT 주앙 마리우', '20PLA 넬송 세메두', 'COC 브루누 페르난데스', '21UCL 다닐루 페레이라', 'TT 주앙 무티뉴', 'LH 윌리앙 카르발류', '20PLA 곤살루 게드스', '22PLA 누누 멘데스', 'BOE21 안드레 실바', '21PLA 넬송 세메두', 'COC 페페', '20PLA 디오구 조타', 'GR 헤나투 산시스']"
